问题id,问题,SQL,资料,FA
*,请查询：在20160320，属于申万二级彩虹小马饲养行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,"SELECT ROUND(AVG(t1.[成交金额(元)]),5) as 平均成交金额
FROM A股公司行业划分表 t2
JOIN A股票日行情表 t1 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t2.[行业划分标准] = '申万行业分类'
AND t2.[二级行业名称] = '彩虹小马饲养'
AND t1.[交易日] = '20160320';","[(75707757.0,)]",在20160320，属于申万二级彩虹小马饲养行业的A股股票，它们的平均成交金额是75707757.00000元。
*,请列出比奇堡基金管理有限公司在2020年成立并且托管人为木叶村银行股份有限公司的所有基金的基金托管费率的平均数。,"SELECT AVG(t1.[托管费率]) 
FROM 基金基本信息 t1 
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t1.[成立日期] <= '20201231' 
AND t1.[成立日期] >= '20200101' 
AND t1.[托管人] = '木叶村银行股份有限公司';","[(0.1,)]",比奇堡基金管理有限公司在2020年成立并且托管人为木叶村银行股份有限公司的所有基金的基金托管费率的平均数是0.1%。
*,请列出比奇堡基金管理有限公司在2018年成立并且托管人为木叶村银行股份有限公司的所有基金的基金管理费率的平均数。,"SELECT AVG(t1.[管理费率]) 
FROM 基金基本信息 t1 
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t1.[成立日期] <= '20181231' 
AND t1.[成立日期] >= '20180101' 
AND t1.[托管人] = '木叶村银行股份有限公司';","[(0.3,)]",比奇堡基金管理有限公司在2018年成立并且托管人为木叶村银行股份有限公司的所有基金的基金托管费率的平均数是0.3%。
*,2021年中期报告里，比奇堡基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金份额持有人结构 t1
JOIN 基金基本信息 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t1.[机构投资者持有的基金份额] > t1.[个人投资者持有的基金份额]
AND t2.[管理人] = '比奇堡基金管理有限公司'
AND t1.[定期报告所属年度] = '2021'
AND t1.[报告类型] = '中期报告';","[(31,)]",2021年中期报告里，比奇堡基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有31只。
*,请帮我查询下，在2018年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,"SELECT t1.[基金简称],ROUND(t1.[报告期基金总申购份额] - t1.[报告期基金总赎回份额],2)
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2018-03-31 00:00:00'
ORDER BY t1.[报告期基金总申购份额] - t1.[报告期基金总赎回份额] DESC
LIMIT 1;","[('彩虹小马养殖概念A', 11389257171.66)]",在2018年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是彩虹小马养殖概念A，差额为11389257171.66份。
*,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2016年，中信行业分类行业划分标准,彩虹小马饲养一级行业中, 代码为多少的股票的日均收益率最高？","SELECT t1.[股票代码], AVG((t1.[收盘价(元)] - t1.[昨收盘(元)]) / t1.[昨收盘(元)]) * 100 AS 日均收益率
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] >= '20160101' AND t1.[交易日] <= '20161231'
AND t2.[行业划分标准] = '中信行业分类'
AND t2.[一级行业名称] = '彩虹小马饲养'
GROUP BY t1.[股票代码]
ORDER BY 日均收益率 DESC
LIMIT 1;","[('162105', 6.555877572497915)]",在2016年，中信行业分类行业划分标准，彩虹小马饲养一级行业中，代码为162105的股票的日均收益率最高，为6.556%。
*,"我想了解一下比奇堡基金管理有限公司2020年成立的股票型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(t1.[管理费率]),2) AS 平均管理费率
FROM 基金基本信息 t1
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t1.[成立日期] <= '20201231'
AND t1.[成立日期] >= '20200101'
AND t1.[基金类型] = '股票型';","[(1.13,)]",比奇堡基金管理有限公司2020年成立的股票型基金，其管理费率的平均值是1.13%。
*,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2022年，申万行业分类行业划分标准,彩虹小马饲养二级行业中, 代码为多少的股票的日均收益率最高？","SELECT t1.[股票代码], AVG((t1.[收盘价(元)] - t1.[昨收盘(元)]) / t1.[昨收盘(元)]) * 100 AS 日均收益率
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] >= '20220101' AND t1.[交易日] <= '20221231'
AND t2.[行业划分标准] = '申万行业分类'
AND t2.[二级行业名称] = '彩虹小马饲养'
GROUP BY t1.[股票代码]
ORDER BY 日均收益率 DESC
LIMIT 1;","[('071415', 1.2043329873002642)]",在2022年，申万行业分类行业划分标准，彩虹小马饲养二级行业中，代码为071415的股票的日均收益率最高，为1.204%。
*,请帮我计算，代码为114514的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,"SELECT t0.[股票代码], ROUND(当期涨跌幅,2)
FROM(
SELECT t3.[股票代码], ([期末价]/[期初价] - 1)*100 AS 当期涨跌幅
FROM (
SELECT t1.[股票代码],t1.[收盘价(元)] AS [期末价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MAX(t2.[交易日]) AS 最后一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20200101'
AND t2.[交易日] <= '20201231' )
WHERE t1.[交易日] = 最后一天) t3
JOIN(
SELECT t1.[股票代码],t1.[今开盘(元)] AS [期初价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MIN(t2.[交易日]) AS 第一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20200101'
AND t2.[交易日] <= '20201231' )
WHERE t1.[交易日] = 第一天) t4 
ON t3.[股票代码] = t4.[股票代码]) AS t0
WHERE t0.[股票代码] = '114514';","[('114514', -19.19)]",代码为114514的股票，2020年一年持有的年化收益率为-19.19%。
*,20210623日，一级行业为彩虹小马饲养的股票的成交量合计是多少？取整。,"SELECT SUM(t1.[成交量(股)])
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20210623'
AND t2.[一级行业名称] = '彩虹小马饲养';","[(6865060773.0,)]",20210623日，一级行业为彩虹小马饲养的股票的成交量合计是6865060773股。
*,请查询：在20181030，属于申万二级彩虹小马饲养行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,"SELECT ROUND(AVG(t1.[成交金额(元)]),5) as 平均成交金额
FROM A股公司行业划分表 t2
JOIN A股票日行情表 t1 ON t2.[股票代码] = t1.[股票代码] AND t2.[交易日期] = t1.[交易日]
WHERE t2.[行业划分标准] = '申万行业分类'
AND t2.[二级行业名称] = '彩虹小马饲养'
AND t1.[交易日] = '20181030';","[(114525816.7,)]",在20181030，属于申万二级彩虹小马饲养行业的A股股票，它们的平均成交金额是114525816.70000元。
*,请帮我计算，代码为114514的股票，2018年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,"SELECT t0.[股票代码], ROUND(当期涨跌幅,2)
FROM(
SELECT t3.[股票代码], ([期末价]/[期初价] - 1)*100 AS 当期涨跌幅
FROM (
SELECT t1.[股票代码],t1.[收盘价(元)] AS [期末价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MAX(t2.[交易日]) AS 最后一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20180101'
AND t2.[交易日] <= '20181231' )
WHERE t1.[交易日] = 最后一天) t3
JOIN(
SELECT t1.[股票代码],t1.[今开盘(元)] AS [期初价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MIN(t2.[交易日]) AS 第一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20180101'
AND t2.[交易日] <= '20181231' )
WHERE t1.[交易日] = 第一天) t4 
ON t3.[股票代码] = t4.[股票代码]) AS t0
WHERE t0.[股票代码] = '114514';","[('114514', 8.0)]",代码为114514的股票，2018年一年持有的年化收益率为8.00%。
*,请帮我查询下，在2016年06月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,"SELECT t1.[基金简称],ROUND(t1.[报告期基金总申购份额] - t1.[报告期基金总赎回份额],2)
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2016-06-30 00:00:00'
ORDER BY t1.[报告期基金总申购份额] - t1.[报告期基金总赎回份额] DESC
LIMIT 1;","[('重建萨古拉斯概念ETF', 46226592575.53)]",在2016年06月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是重建萨古拉斯概念ETF，差额为46226592575.53份。
*,"我想了解一下木叶村基金管理有限公司2017年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(t1.[管理费率]),2) AS 平均管理费率
FROM 基金基本信息 t1
WHERE t1.[管理人] = '木叶村基金管理有限公司' 
AND t1.[成立日期] <= '20171231'
AND t1.[成立日期] >= '20170101'
AND t1.[基金类型] = '债券型';","[(1.09,)]",木叶村基金管理有限公司2017年成立的债券型基金，其管理费率的平均值是1.09%。
*,比奇堡基金管理有限公司2015年成立了多少基金?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金基本信息 t1
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t1.[成立日期] <= '20151231'
AND t1.[成立日期] >= '20150101';","[(49,)]",比奇堡基金管理有限公司2015年成立了49只基金。
*,"请帮我查询下在2019年, 阿猫阿狗基金管理有限公司管理的债券型基金中，持有过超短期融资券的基金有多少只？","SELECT COUNT(DISTINCT t1.[基金简称])
FROM 基金债券持仓明细 t1
JOIN 基金基本信息 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t2.[管理人] = '阿猫阿狗基金管理有限公司' 
AND t1.[持仓日期] <= '20191231'
AND t1.[持仓日期] >= '20190101'
AND t1.[债券类型] = '超短期融资券';","[(2,)]",在2019年，阿猫阿狗基金管理有限公司管理的债券型基金中，持有过超短期融资券的基金有2只。
*,2020年年度报告里，比奇堡基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金份额持有人结构 t1
JOIN 基金基本信息 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t1.[机构投资者持有的基金份额] > t1.[个人投资者持有的基金份额]
AND t2.[管理人] = '比奇堡基金管理有限公司'
AND t1.[定期报告所属年度] = '2020'
AND t1.[报告类型] = '年度报告';","[(1,)]",2020年年度报告里，比奇堡基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有1只。
*,我想知道在20180630的季报里，比奇堡消费50指数C投资的股票分别是哪些申万一级行业？,"SELECT DISTINCT t2.[一级行业名称]
FROM 基金股票持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] 
AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '比奇堡消费50指数C' 
AND t1.[持仓日期] = '20180630'
AND t2.[行业划分标准] = '申万行业分类';","[('化工',), ('汽车',), ('交通运输',), ('家用电器',)]",在20180630的季报里，比奇堡消费50指数C投资的股票分别属于以下申万一级行业：化工，汽车，交通运输，家用电器。
*,20140618日，开盘价较上一交易日最高价低的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,"SELECT COUNT(DISTINCT t0.[股票代码])
FROM A股票日行情表 t0
JOIN(
SELECT t1.[股票代码],t1.[最高价(元)]
FROM A股票日行情表 t1
WHERE t1.[交易日] = (
SELECT MAX(t2.[交易日])
FROM A股票日行情表 t2
WHERE t2.[交易日] < '20140618')
) t2 ON t0.[股票代码] = t2.[股票代码]
WHERE t0.[交易日] = '20140618'
AND t0.[今开盘(元)] < t2.[最高价(元)];","[(128,)]",20180303日，开盘价较上一交易日最高价低的股票有128只。
*,请帮我查询在截止2015-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2015-09-30 00:00:00' 
AND t1.[报告期基金总赎回份额] = 0;","[(742,)]",在截止2015-09-30的基金定期报告中，基金总赎回份额为零的基金有742个。
*,请帮我查询在截止2012-09-30的报告期间，基金总份额降低的基金数量是多少？,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2012-09-30 00:00:00' 
AND t1.[报告期期末基金总份额] < t1.[报告期期初基金总份额];","[(274,)]",在截止2012-09-30的报告期间，基金总份额降低的基金数量是274只。
*,请查询：在20180511，属于中信二级彩虹小马饲养行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过3位。,"SELECT ROUND(AVG(t1.[成交金额(元)]),3) as 平均成交金额
FROM A股公司行业划分表 t2
JOIN A股票日行情表 t1 ON t2.[股票代码] = t1.[股票代码] AND t2.[交易日期] = t1.[交易日]
WHERE t2.[行业划分标准] = '中信行业分类'
AND t2.[二级行业名称] = '彩虹小马'
AND t1.[交易日] = '20180511';","[(136224024.91176,)]",在20180511，属于中信二级彩虹小马饲养行业的A股股票，它们的平均成交金额是136224024.912元。
*,"请帮我查询在2020年,比奇堡基金管理有限公司成立哪种类型的基金个数最多?","SELECT t1.[基金类型]
FROM 基金基本信息 t1
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t1.[成立日期] <= '20201231'
AND t1.[成立日期] >= '20200101'
GROUP BY t1.[基金类型]
ORDER BY COUNT(DISTINCT t1.[基金代码]) DESC
LIMIT 1;","[('混合型',)]","在2020年,比奇堡基金管理有限公司成立混合型的基金个数最多。"
*,"请帮我查询在2016年,木叶村基金管理有限公司成立哪种类型的基金个数最多?","SELECT t1.[基金类型]
FROM 基金基本信息 t1
WHERE t1.[管理人] = '木叶村基金管理有限公司' 
AND t1.[成立日期] <= '20161231'
AND t1.[成立日期] >= '20160101'
GROUP BY t1.[基金类型]
ORDER BY COUNT(DISTINCT t1.[基金代码]) DESC
LIMIT 1;","[('股票型',)]","在2016年,木叶村基金管理有限公司成立股票型的基金个数最多。"
*,我想知道木叶村火影精选股票A基金，在2020年年度报告中，前8大重仓股中，有多少只股票在报告期内取得正收益。,"SELECT COUNT(DISTINCT t0.[股票代码])
FROM 基金股票持仓明细 t0
JOIN(
SELECT t3.[股票代码], ([期末价]/[期初价] - 1)*100 AS 当期涨跌幅
FROM (
SELECT t1.[股票代码],t1.[收盘价(元)] AS [期末价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MAX(t2.[交易日]) AS 最后一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20200101'
AND t2.[交易日] <= '20201231' )
WHERE t1.[交易日] = 最后一天) t3
JOIN(
SELECT t1.[股票代码],t1.[昨收盘(元)] AS [期初价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MIN(t2.[交易日]) AS 第一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20200101'
AND t2.[交易日] <= '20201231' )
WHERE t1.[交易日] = 第一天) t4 
ON t3.[股票代码] = t4.[股票代码]) t1 ON t0.[股票代码] = t1.[股票代码]
WHERE t0.[基金简称] = '木叶村火影精选股票A' 
AND t1.[当期涨跌幅] > 0
AND t0.[第N大重仓股] <= '8'
AND t0.[持仓日期] = '20201231';","[(2,)]",在2020年年度报告中，木叶村火影精选股票A基金的前8大重仓股中有2只股票在报告期内取得正收益。
*,"在20150630的年报(含半年报)中，羊村狼堡债券C基金的债券持仓,其持有最大仓位的债券类型是什么?","SELECT t1.[债券类型]
FROM 基金债券持仓明细 t1
WHERE t1.[基金简称] = '羊村狼堡债券C' 
AND t1.[持仓日期] = '20150630'
AND t1.[报告类型] = '年报(含半年报)'
GROUP BY t1.[债券类型]
ORDER BY SUM(t1.[持债市值]) DESC
LIMIT 1;","[('中期票据',)]","在20150630的年报(含半年报)中，羊村狼堡债券C基金的债券持仓,其持有最大仓位的债券类型是中期票据。"
*,在2017年的年度报告里，比奇堡基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？需要一个精确到两位小数的百分比。,"SELECT ROUND(CAST(SUM(t2.[机构投资者持有的基金份额] > t2.[个人投资者持有的基金份额])*100 AS FLOAT)/COUNT(DISTINCT t1.[基金代码]),2)
FROM 基金基本信息 t1
JOIN 基金份额持有人结构 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t1.[管理人] = '比奇堡基金管理有限公司' 
AND t2.[报告类型] = '年度报告'
AND t2.[定期报告所属年度] = '2017';","[(75.0,)]",在2017年的年度报告里，比奇堡基金管理有限公司管理的基金中，有75.00%的比例的基金是个人投资者持有的份额超过机构投资者。
*,请查询在20160730日期，申万行业分类下彩虹小马饲养一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,"SELECT t1.[股票代码]
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20160730'
AND t2.[行业划分标准] = '申万行业分类'
AND t2.[一级行业名称] = '彩虹小马饲养'
ORDER BY (t1.[最高价(元)] - t1.[最低价(元)]) DESC
LIMIT 1;","[('114514',)]",在20160730日期，申万行业分类下彩虹小马饲养一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是114514。
*,我想知道太平天国债券A基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '太平天国债券A' 
AND t2.[行业划分标准] = '中信行业分类'
AND t1.[持仓日期] = '20201231'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('石油石化',)]",用中信一级行业统计，太平天国债券A基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是石油石化行业。
*,请列出比奇堡基金管理股份有限公司在2019年成立并且托管人为火之国木叶村银行股份有限公司的所有基金的基金托管费率的平均数。,"SELECT AVG(t1.[托管费率]) 
FROM 基金基本信息 t1 
WHERE t1.[管理人] = '比奇堡基金管理股份有限公司' 
AND t1.[成立日期] <= '20191231' 
AND t1.[成立日期] >= '20190101' 
AND t1.[托管人] = '火之国木叶村银行股份有限公司';","[(0.125,)]",比奇堡基金管理股份有限公司在2019年成立并且托管人为火之国木叶村银行股份有限公司的所有基金的基金托管费率的平均数是0.125%。
*,在2020年12月年报(含半年报)中，魔仙堡木叶村混合基金持有市值最多的前10只股票中，所在证券市场是中国香港证券交易所的有几个？,"SELECT COUNT(DISTINCT t1.[股票代码])
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '魔仙堡木叶村混合' 
AND t1.[持仓日期] = '20201231' 
AND t1.[第N大重仓股] <= 10 
AND t1.[报告类型] = '年报(含半年报)'
AND t1.[所在证券市场] = '中国香港证券交易所';","[(5,)]",在2020年12月年报(含半年报)中，魔仙堡木叶村混合基金持有市值最多的前10只股票中，所在证券市场是中国香港证券交易所的有5个。
*,我想知道火之国木叶村混合(FOF)A基金在20200630的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '火之国木叶村混合(FOF)A' 
AND t2.[行业划分标准] = '申万行业分类'
AND t1.[持仓日期] = '20200630'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('家用电器',)]",用申万一级行业统计，火之国木叶村混合(FOF)A基金在20200630的季报中，其可转债持仓占比最大的是家用电器行业。
*,在2020年报中，比奇堡海绵宝宝主题ETF联接贝塔基金第八大重仓股的代码和股票名称是什么？,"SELECT t1.[股票代码], t1.[股票名称]
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '比奇堡海绵宝宝主题ETF联接贝塔' 
AND t1.[持仓日期] = '20201231'
AND t1.[第N大重仓股] = '8'
LIMIT 1;","[('600036', '招商银行')]",在2020年报中，比奇堡海绵宝宝主题ETF联接贝塔基金第八大重仓股的代码是600036，股票名称是招商银行。
*,我想知道彩虹小马一号稳健A基金在20200331的季报中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '彩虹小马一号稳健A' 
AND t2.[行业划分标准] = '中信行业分类'
AND t1.[持仓日期] = '20200331'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('基础化工',)]",用中信一级行业统计，彩虹小马一号稳健A基金在20200331的季报中，其可转债持仓占比最大的是基础化工行业。
*,20170908日，一级行业为彩虹小马饲养的股票的成交量合计是多少？取整。,"SELECT SUM(t1.[成交量(股)])
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20170908'
AND t2.[一级行业名称] = '彩虹小马饲养';","[(896842437.0,)]",20170908日，一级行业为彩虹小马饲养的股票的成交量合计是896842437股。
*,在2016年3月季报中，持有彩虹小马这一股票且市值占基金资产净值比不小于7%的有几只基金？,"SELECT COUNT(DISTINCT(t1.[基金代码]))
FROM 基金股票持仓明细 t1
WHERE t1.[持仓日期] = '20160331'
AND t1.[股票名称] = '彩虹小马'
AND t1.[市值占基金资产净值比] >= 0.07
AND t1.[报告类型] = '季报';","[(8,)]",在2016年3月季报中，持有彩虹小马这一股票且市值占基金资产净值比不小于7%的有8只基金。
*,我想知道羊村狼堡混合C基金在20161231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '羊村狼堡混合C' 
AND t2.[行业划分标准] = '中信行业分类'
AND t1.[持仓日期] = '20161231'
AND t1.[报告类型] = '年报(含半年报)'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('采掘',)]",用中信一级行业来统计，羊村狼堡混合C基金在20161231的年报(含半年报)中，其可转债持仓占比最大的是采掘行业。
*,"请查询：2020年12月年报(含半年报),持有20火影精选债01且是前10大重仓股的基金有几个？","SELECT COUNT(DISTINCT t1.[基金代码]) 
FROM 基金债券持仓明细 t1
WHERE t1.[持仓日期] = '20201231' 
AND t1.[债券名称] = '20火影精选债01'
AND t1.[第N大重仓股] <= 10;","[(4,)]","2020年12月年报(含半年报),持有20火影精选债01且是前10大重仓股的基金有4个。"
*,请帮我查询下股票代码为114514的股票在2019年内最高日收盘价是多少？,"SELECT MAX(t1.[收盘价(元)])
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[股票代码] = '114514' 
AND t1.[交易日] >= '20190101' 
AND t1.[交易日] <= '20191231';","[(21.64,)]",股票代码为114514的股票在2019年内最高日收盘价是21.64元。
*,我想知道天线宝宝精选G在2020年Q3的季报中，该基金的第3大重仓股的代码是什么?,"SELECT t1.[股票代码], t1.[股票名称]
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '天线宝宝精选G' 
AND t1.[持仓日期] = '20200930'
AND t1.[第N大重仓股] = '3'
AND t1.[报告类型] = '季报';","[('114514', '哲学王子')]",天线宝宝精选G在2020年Q3的季报中，该基金的第3大重仓股的代码是114514，股票简称是哲学王子。
*,我想知道魔仙堡羊村混合C基金在20170930的季报中，其可转债持仓占比最小的是哪个行业？用申万一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '魔仙堡羊村混合C' 
AND t2.[行业划分标准] = '申万行业分类'
AND t1.[持仓日期] = '20170930'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) ASC
LIMIT 1;","[('传媒',)]",用申万一级行业统计，魔仙堡羊村混合C基金在20170930的季报中，其可转债持仓占比最大的是传媒行业。
*,2021年年度报告里，比奇堡基金管理有限公司管理的基金中，个人投资者持有份额比机构投资者多的基金有多少只?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金份额持有人结构 t1
JOIN 基金基本信息 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE  t1.[个人投资者持有的基金份额]  > t1.[机构投资者持有的基金份额]
AND t2.[管理人] = '比奇堡基金管理有限公司'
AND t1.[定期报告所属年度] = '2021'
AND t1.[报告类型] = '年度报告';","[(15,)]",2021年年度报告里，比奇堡基金管理有限公司管理的基金中，个人投资者持有份额比机构投资者多的基金有15只。
*,请问股票代码为114514的股票在2016年内日成交量高于该股票当年平均日成交量的有多少个交易日？,"SELECT COUNT(DISTINCT t1.[交易日])
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN (
  SELECT t2.[股票代码], AVG(t2.[成交量(股)]) as 年日均成交量
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t2
  WHERE t2.[股票代码] = '114514' AND t2.[交易日] >= '20160101' AND t2.[交易日] <= '20161231'
) t2 ON t1.[股票代码] = t2.[股票代码] 
WHERE t1.[成交量(股)] > t2.[年日均成交量]
AND t1.[股票代码] = '114514'
AND t1.[交易日] >= '20160101' AND t1.[交易日] <= '20161231';
","[(173,)]",股票代码为114514的股票在2016年内日成交量高于该股票当年平均日成交量的有173个交易日。
*,我想知道比奇堡债券A基金在20200630的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '比奇堡债券A' 
AND t2.[行业划分标准] = '申万行业分类'
AND t1.[持仓日期] = '20200630'
AND t1.[报告类型] = '季报'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('机械',)]",用申万一级行业统计，比奇堡债券A基金在20200630的季报中，其可转债持仓占比最大的是机械行业。
